PROVRES,ANIO,SEXO,EDAD_MIN,POBLACION
78,2024,1,40,13047
78,2024,1,45,11477
78,2024,1,50,9202
78,2024,1,55,7619
78,2024,1,60,6415
78,2024,1,65,5004
78,2024,1,70,3661
78,2024,1,75,2309
78,2024,1,80,2925
78,2024,2,0,1834
78,2024,2,1,22068
78,2024,2,10,15699
78,2024,2,15,14789
78,2024,2,20,12513
78,2024,2,25,13015
78,2024,2,30,14532
78,2024,2,35,14546
78,2024,2,40,14861
78,2024,2,45,12742
78,2024,2,50,9257
78,2024,2,55,7166
78,2024,2,60,6291
78,2024,2,65,4692
78,2024,2,70,3128
78,2024,2,75,1926
78,2024,2,80,1809
82,2005,1,0,25984
82,2005,1,1,231659
82,2005,1,10,133210
82,2005,1,15,138373
82,2005,1,20,135868
82,2005,1,25,131552
82,2005,1,30,125448
82,2005,1,35,104200
82,2005,1,40,91312
82,2005,1,45,88330
82,2005,1,50,82833
82,2005,1,55,75919
82,2005,1,60,64976
82,2005,1,65,51678
82,2005,1,70,40250
82,2005,1,75,29661
82,2005,1,80,30934
82,2005,2,0,25134
82,2005,2,1,221889
82,2005,2,10,129073
82,2005,2,15,136455
82,2005,2,20,135228
82,2005,2,25,131404
82,2005,2,30,127131
82,2005,2,35,106784
82,2005,2,40,94373
82,2005,2,45,92785
82,2005,2,50,88072
82,2005,2,55,82277
82,2005,2,60,74102
82,2005,2,65,62846
82,2005,2,70,54369
82,2005,2,75,46489
82,2005,2,80,67309
82,2006,1,0,25984
82,2006,1,1,231659
82,2006,1,10,133210
82,2006,1,15,138373
82,2006,1,20,135868
82,2006,1,25,131552
82,2006,1,30,125448
82,2006,1,35,104200
82,2006,1,40,91312
82,2006,1,45,88330
82,2006,1,50,82833
82,2006,1,55,75919
82,2006,1,60,64976
82,2006,1,65,51678
82,2006,1,70,40250
82,2006,1,75,29661
82,2006,1,80,30934
82,2006,2,0,25134
82,2006,2,1,221889
82,2006,2,10,129073
82,2006,2,15,136455
82,2006,2,20,135228
82,2006,2,25,131404
82,2006,2,30,127131
82,2006,2,35,106784
82,2006,2,40,94373
82,2006,2,45,92785
82,2006,2,50,88072
82,2006,2,55,82277
82,2006,2,60,74102
82,2006,2,65,62846
82,2006,2,70,54369
82,2006,2,75,46489
82,2006,2,80,67309
82,2007,1,0,25984
82,2007,1,1,231659
82,2007,1,10,133210
82,2007,1,15,138373
82,2007,1,20,135868
82,2007,1,25,131552
82,2007,1,30,125448
82,2007,1,35,104200
82,2007,1,40,91312
82,2007,1,45,88330
82,2007,1,50,82833
82,2007,1,55,75919
82,2007,1,60,64976
82,2007,1,65,51678
82,2007,1,70,40250
82,2007,1,75,29661
82,2007,1,80,30934
82,2007,2,0,25134
82,2007,2,1,221889
82,2007,2,10,129073
82,2007,2,15,136455
82,2007,2,20,135228
82,2007,2,25,131404
82,2007,2,30,127131
82,2007,2,35,106784
82,2007,2,40,94373
82,2007,2,45,92785
82,2007,2,50,88072
82,2007,2,55,82277
82,2007,2,60,74102
82,2007,2,65,62846
82,2007,2,70,54369
82,2007,2,75,46489
82,2007,2,80,67309
82,2008,1,0,25984
82,2008,1,1,231659
82,2008,1,10,133210
82,2008,1,15,138373
82,2008,1,20,135868
82,2008,1,25,131552
82,2008,1,30,125448
82,2008,1,35,104200
82,2008,1,40,91312
82,2008,1,45,88330
82,2008,1,50,82833
82,2008,1,55,75919
82,2008,1,60,64976
82,2008,1,65,51678
82,2008,1,70,40250
82,2008,1,75,29661
82,2008,1,80,30934
82,2008,2,0,25134
82,2008,2,1,221889
82,2008,2,10,129073
82,2008,2,15,136455
82,2008,2,20,135228
82,2008,2,25,131404
82,2008,2,30,127131
82,2008,2,35,106784
82,2008,2,40,94373
82,2008,2,45,92785
82,2008,2,50,88072
82,2008,2,55,82277
82,2008,2,60,74102
82,2008,2,65,62846
82,2008,2,70,54369
82,2008,2,75,46489
82,2008,2,80,67309
82,2009,1,0,25984
82,2009,1,1,231659
82,2009,1,10,133210
82,2009,1,15,138373
82,2009,1,20,135868
82,2009,1,25,131552
82,2009,1,30,125448
82,2009,1,35,104200
82,2009,1,40,91312
82,2009,1,45,88330
82,2009,1,50,82833
82,2009,1,55,75919
82,2009,1,60,64976
82,2009,1,65,51678
82,2009,1,70,40250
82,2009,1,75,29661
82,2009,1,80,30934
82,2009,2,0,25134
82,2009,2,1,221889
82,2009,2,10,129073
82,2009,2,15,136455
82,2009,2,20,135228
82,2009,2,25,131404
82,2009,2,30,127131
82,2009,2,35,106784
82,2009,2,40,94373
82,2009,2,45,92785
82,2009,2,50,88072
82,2009,2,55,82277
82,2009,2,60,74102
82,2009,2,65,62846
82,2009,2,70,54369
82,2009,2,75,46489
82,2009,2,80,67309
82,2010,1,0,25984
82,2010,1,1,231659
82,2010,1,10,133210
82,2010,1,15,138373
82,2010,1,20,135868
82,2010,1,25,131552
82,2010,1,30,125448
82,2010,1,35,104200
82,2010,1,40,91312
82,2010,1,45,88330
82,2010,1,50,82833
82,2010,1,55,75919
82,2010,1,60,64976
82,2010,1,65,51678
82,2010,1,70,40250
82,2010,1,75,29661
82,2010,1,80,30934
82,2010,2,0,25134
82,2010,2,1,221889
82,2010,2,10,129073
82,2010,2,15,136455
82,2010,2,20,135228
82,2010,2,25,131404
82,2010,2,30,127131
82,2010,2,35,106784
82,2010,2,40,94373
82,2010,2,45,92785
82,2010,2,50,88072
82,2010,2,55,82277
82,2010,2,60,74102
82,2010,2,65,62846
82,2010,2,70,54369
82,2010,2,75,46489
82,2010,2,80,67309
82,2011,1,0,26390
82,2011,1,1,232945
82,2011,1,10,131862
82,2011,1,15,137838
82,2011,1,20,136966
82,2011,1,25,132087
82,2011,1,30,127699
82,2011,1,35,108380
82,2011,1,40,92504
82,2011,1,45,88433
82,2011,1,50,83490
82,2011,1,55,76606
82,2011,1,60,66251
82,2011,1,65,52686
82,2011,1,70,40652
82,2011,1,75,29764
82,2011,1,80,31425
82,2011,2,0,25468
82,2011,2,1,222863
82,2011,2,10,127214
82,2011,2,15,135830
82,2011,2,20,136343
82,2011,2,25,131821
82,2011,2,30,129047
82,2011,2,35,110941
82,2011,2,40,95537
82,2011,2,45,92837
82,2011,2,50,88929
82,2011,2,55,83059
82,2011,2,60,75458
82,2011,2,65,64186
82,2011,2,70,54736
82,2011,2,75,46576
82,2011,2,80,68585
82,2012,1,0,26786
82,2012,1,1,234561
82,2012,1,10,130617
82,2012,1,15,136953
82,2012,1,20,137884
82,2012,1,25,132858
82,2012,1,30,129074
82,2012,1,35,112865
82,2012,1,40,94257
82,2012,1,45,88455
82,2012,1,50,84178
82,2012,1,55,77203
82,2012,1,60,67449
82,2012,1,65,53838
82,2012,1,70,41146
82,2012,1,75,29923
82,2012,1,80,31915
82,2012,2,0,25764
82,2012,2,1,224285
82,2012,2,10,125441
82,2012,2,15,134772
82,2012,2,20,137248
82,2012,2,25,132573
82,2012,2,30,130053
82,2012,2,35,115359
82,2012,2,40,97298
82,2012,2,45,92754
82,2012,2,50,89781
82,2012,2,55,83810
82,2012,2,60,76653
82,2012,2,65,65698
82,2012,2,70,55240
82,2012,2,75,46717
82,2012,2,80,69804
82,2013,1,0,27142
82,2013,1,1,236447
82,2013,1,10,129521
82,2013,1,15,135807
82,2013,1,20,138549
82,2013,1,25,133812
82,2013,1,30,129831
82,2013,1,35,117309
82,2013,1,40,96589
82,2013,1,45,88556
82,2013,1,50,84831
82,2013,1,55,77750
82,2013,1,60,68554
82,2013,1,65,55090
82,2013,1,70,41737
82,2013,1,75,30157
82,2013,1,80,32409
82,2013,2,0,25981
82,2013,2,1,226060
82,2013,2,10,123859
82,2013,2,15,133362
82,2013,2,20,137877
82,2013,2,25,133566
82,2013,2,30,130440
82,2013,2,35,119685
82,2013,2,40,99662
82,2013,2,45,92721
82,2013,2,50,90555
82,2013,2,55,84548
82,2013,2,60,77710
82,2013,2,65,67297
82,2013,2,70,55916
82,2013,2,75,46908
82,2013,2,80,70990
82,2014,1,0,27442
82,2014,1,1,238517
82,2014,1,10,128614
82,2014,1,15,134513
82,2014,1,20,138876
82,2014,1,25,134877
82,2014,1,30,130284
82,2014,1,35,121308
82,2014,1,40,99546
82,2014,1,45,88901
82,2014,1,50,85360
82,2014,1,55,78313
82,2014,1,60,69542
82,2014,1,65,56395
82,2014,1,70,42445
82,2014,1,75,30462
82,2014,1,80,32920
82,2014,2,0,26102
82,2014,2,1,228059
82,2014,2,10,122576
82,2014,2,15,131698
82,2014,2,20,138149
82,2014,2,25,134698
82,2014,2,30,130563
82,2014,2,35,123501
82,2014,2,40,102646
82,2014,2,45,92945
82,2014,2,50,91145
82,2014,2,55,85315
82,2014,2,60,78663
82,2014,2,65,68880
82,2014,2,70,56787
82,2014,2,75,47162
82,2014,2,80,72161
82,2015,1,0,27643
82,2015,1,1,240688
82,2015,1,10,127968
82,2015,1,15,133159
82,2015,1,20,138785
82,2015,1,25,136032
82,2015,1,30,130680
82,2015,1,35,124517
82,2015,1,40,103151
82,2015,1,45,89628
82,2015,1,50,85695
82,2015,1,55,78949
82,2015,1,60,70401
82,2015,1,65,57703
82,2015,1,70,43292
82,2015,1,75,30837
82,2015,1,80,33453
82,2015,2,0,26072
82,2015,2,1,230177
82,2015,2,10,121702
82,2015,2,15,129880
82,2015,2,20,137992
82,2015,2,25,135890
82,2015,2,30,130727
82,2015,2,35,126440
82,2015,2,40,106273
82,2015,2,45,93581
82,2015,2,50,91476
82,2015,2,55,86141
82,2015,2,60,79528
82,2015,2,65,70378
82,2015,2,70,57881
82,2015,2,75,47492
82,2015,2,80,73321
82,2016,1,0,27691
82,2016,1,1,242912
82,2016,1,10,127635
82,2016,1,15,131833
82,2016,1,20,138279
82,2016,1,25,137143
82,2016,1,30,131239
82,2016,1,35,126769
82,2016,1,40,107312
82,2016,1,45,90836
82,2016,1,50,85852
82,2016,1,55,79661
82,2016,1,60,71140
82,2016,1,65,58969
82,2016,1,70,44282
82,2016,1,75,31282
82,2016,1,80,34014
82,2016,2,0,26116
82,2016,2,1,232028
82,2016,2,10,121342
82,2016,2,15,128027
82,2016,2,20,137373
82,2016,2,25,137006
82,2016,2,30,131154
82,2016,2,35,128361
82,2016,2,40,110423
82,2016,2,45,94755
82,2016,2,50,91555
82,2016,2,55,87019
82,2016,2,60,80338
82,2016,2,65,71723
82,2016,2,70,59194
82,2016,2,75,47915
82,2016,2,80,74478
82,2017,1,0,27705
82,2017,1,1,244948
82,2017,1,10,127672
82,2017,1,15,130610
82,2017,1,20,137424
82,2017,1,25,138076
82,2017,1,30,132024
82,2017,1,35,128157
82,2017,1,40,111777
82,2017,1,45,92592
82,2017,1,50,85930
82,2017,1,55,80400
82,2017,1,60,71795
82,2017,1,65,60167
82,2017,1,70,45393
82,2017,1,75,31794
82,2017,1,80,34620
82,2017,2,0,26127
82,2017,2,1,233554
82,2017,2,10,121582
82,2017,2,15,126263
82,2017,2,20,136320
82,2017,2,25,137915
82,2017,2,30,131911
82,2017,2,35,129375
82,2017,2,40,114830
82,2017,2,45,96521
82,2017,2,50,91500
82,2017,2,55,87893
82,2017,2,60,81115
82,2017,2,65,72920
82,2017,2,70,60664
82,2017,2,75,48459
82,2017,2,80,75641
82,2018,1,0,27686
82,2018,1,1,246658
82,2018,1,10,128136
82,2018,1,15,129536
82,2018,1,20,136307
82,2018,1,25,138757
82,2018,1,30,132991
82,2018,1,35,128932
82,2018,1,40,116200
82,2018,1,45,94918
82,2018,1,50,86085
82,2018,1,55,81102
82,2018,1,60,72403
82,2018,1,65,61285
82,2018,1,70,46586
82,2018,1,75,32385
82,2018,1,80,35277
82,2018,2,0,26108
82,2018,2,1,234563
82,2018,2,10,122493
82,2018,2,15,124685
82,2018,2,20,134918
82,2018,2,25,138545
82,2018,2,30,132909
82,2018,2,35,129777
82,2018,2,40,119144
82,2018,2,45,98882
82,2018,2,50,91497
82,2018,2,55,88688
82,2018,2,60,81876
82,2018,2,65,73990
82,2018,2,70,62212
82,2018,2,75,49151
82,2018,2,80,76832
82,2019,1,0,27639
82,2019,1,1,247970
82,2019,1,10,129011
82,2019,1,15,128646
82,2019,1,20,135042
82,2019,1,25,139101
82,2019,1,30,134069
82,2019,1,35,129403
82,2019,1,40,120181
82,2019,1,45,97864
82,2019,1,50,86473
82,2019,1,55,81683
82,2019,1,60,73026
82,2019,1,65,62296
82,2019,1,70,47830
82,2019,1,75,33063
82,2019,1,80,35996
82,2019,2,0,26061
82,2019,2,1,234985
82,2019,2,10,124011
82,2019,2,15,123408
82,2019,2,20,133257
82,2019,2,25,138824
82,2019,2,30,134046
82,2019,2,35,129907
82,2019,2,40,122954
82,2019,2,45,101858
82,2019,2,50,91746
82,2019,2,55,89303
82,2019,2,60,82669
82,2019,2,65,74953
82,2019,2,70,63749
82,2019,2,75,50016
82,2019,2,80,78073
82,2020,1,0,27566
82,2020,1,1,248693
82,2020,1,10,130378
82,2020,1,15,128014
82,2020,1,20,133717
82,2020,1,25,139028
82,2020,1,30,135239
82,2020,1,35,129816
82,2020,1,40,123382
82,2020,1,45,101442
82,2020,1,50,87235
82,2020,1,55,82080
82,2020,1,60,73716
82,2020,1,65,63189
82,2020,1,70,49074
82,2020,1,75,33857
82,2020,1,80,36776
82,2020,2,0,25991
82,2020,2,1,234563
82,2020,2,10,126246
82,2020,2,15,122537
82,2020,2,20,131446
82,2020,2,25,138670
82,2020,2,30,135241
82,2020,2,35,130083
82,2020,2,40,125894
82,2020,2,45,105468
82,2020,2,50,92402
82,2020,2,55,89662
82,2020,2,60,83519
82,2020,2,65,75833
82,2020,2,70,65207
82,2020,2,75,51079
82,2020,2,80,79375
82,2021,1,0,27473
82,2021,1,1,248564
82,2021,1,10,132411
82,2021,1,15,127694
82,2021,1,20,132419
82,2021,1,25,138543
82,2021,1,30,136361
82,2021,1,35,130390
82,2021,1,40,125635
82,2021,1,45,105574
82,2021,1,50,88461
82,2021,1,55,82301
82,2021,1,60,74475
82,2021,1,65,63975
82,2021,1,70,50288
82,2021,1,75,34759
82,2021,1,80,37626
82,2021,2,0,25901
82,2021,2,1,234425
82,2021,2,10,127925
82,2021,2,15,122183
82,2021,2,20,129595
82,2021,2,25,138057
82,2021,2,30,136361
82,2021,2,35,130519
82,2021,2,40,127815
82,2021,2,45,109604
82,2021,2,50,93583
82,2021,2,55,89776
82,2021,2,60,84412
82,2021,2,65,76667
82,2021,2,70,66522
82,2021,2,75,52335
82,2021,2,80,80761
82,2022,1,0,22341
82,2022,1,1,225218
82,2022,1,10,130069
82,2022,1,15,131609
82,2022,1,20,133716
82,2022,1,25,144109
82,2022,1,30,144825
82,2022,1,35,134875
82,2022,1,40,135836
82,2022,1,45,116031
82,2022,1,50,95851
82,2022,1,55,91189
82,2022,1,60,86236
82,2022,1,65,77971
82,2022,1,70,68267
82,2022,1,75,54649
82,2022,1,80,82671
82,2022,2,0,23093
82,2022,2,1,235405
82,2022,2,10,138202
82,2022,2,15,136208
82,2022,2,20,136770
82,2022,2,25,145219
82,2022,2,30,145977
82,2022,2,35,137658
82,2022,2,40,136829
82,2022,2,45,114362
82,2022,2,50,91393
82,2022,2,55,84040
82,2022,2,60,75581
82,2022,2,65,65227
82,2022,2,70,53352
82,2022,2,75,37168
82,2022,2,80,38216
82,2023,1,0,21082
82,2023,1,1,218642
82,2023,1,10,131108
82,2023,1,15,130771
82,2023,1,20,132989
82,2023,1,25,141468
82,2023,1,30,146431
82,2023,1,35,135599
82,2023,1,40,135184
82,2023,1,45,121810
82,2023,1,50,98077
82,2023,1,55,90877
82,2023,1,60,87025
82,2023,1,65,78661
82,2023,1,70,68647
82,2023,1,75,55752
82,2023,1,80,83018
82,2023,2,0,21753
82,2023,2,1,228344
82,2023,2,10,139303
82,2023,2,15,135373
82,2023,2,20,136493
82,2023,2,25,142548
82,2023,2,30,147299
82,2023,2,35,138166
82,2023,2,40,136624
82,2023,2,45,120468
82,2023,2,50,94006
82,2023,2,55,83900
82,2023,2,60,76658
82,2023,2,65,65524
82,2023,2,70,53765
82,2023,2,75,38372
82,2023,2,80,38624
82,2024,1,0,19923
82,2024,1,1,210109
82,2024,1,10,132436
82,2024,1,15,130082
82,2024,1,20,133165
82,2024,1,25,138907
82,2024,1,30,147461
82,2024,1,35,136507
82,2024,1,40,134080
82,2024,1,45,127178
82,2024,1,50,101032
82,2024,1,55,90807
82,2024,1,60,87778
82,2024,1,65,79391
82,2024,1,70,69149
82,2024,1,75,56998
82,2024,1,80,84198
82,2024,2,0,20594
82,2024,2,1,219122
82,2024,2,10,140722
82,2024,2,15,135012
82,2024,2,20,137000
82,2024,2,25,140113
82,2024,2,30,148097
82,2024,2,35,138727
82,2024,2,40,135922
82,2024,2,45,126165
82,2024,2,50,97366
82,2024,2,55,84043
82,2024,2,60,77783
82,2024,2,65,66038
82,2024,2,70,54280
82,2024,2,75,39678
82,2024,2,80,39734
86,2005,1,0,8897
86,2005,1,1,82861
86,2005,1,10,50140
86,2005,1,15,45505
86,2005,1,20,35768
86,2005,1,25,32587
86,2005,1,30,31550
86,2005,1,35,26810
86,2005,1,40,22630
86,2005,1,45,20669
86,2005,1,50,19275
86,2005,1,55,17632
86,2005,1,60,14217
86,2005,1,65,10823
86,2005,1,70,8010
86,2005,1,75,5538
86,2005,1,80,5468
86,2005,2,0,8407
86,2005,2,1,79136
86,2005,2,10,48321
86,2005,2,15,44446
86,2005,2,20,36039
86,2005,2,25,33652
86,2005,2,30,32713
86,2005,2,35,27236
86,2005,2,40,22255
86,2005,2,45,20371
86,2005,2,50,19147
86,2005,2,55,17131
86,2005,2,60,14221
86,2005,2,65,11560
86,2005,2,70,9447
86,2005,2,75,7322
86,2005,2,80,9462
86,2006,1,0,8897
86,2006,1,1,82861
86,2006,1,10,50140
86,2006,1,15,45505
86,2006,1,20,35768
86,2006,1,25,32587
86,2006,1,30,31550
86,2006,1,35,26810
86,2006,1,40,22630
86,2006,1,45,20669
86,2006,1,50,19275
86,2006,1,55,17632
86,2006,1,60,14217
86,2006,1,65,10823
86,2006,1,70,8010
86,2006,1,75,5538
86,2006,1,80,5468
86,2006,2,0,8407
86,2006,2,1,79136
86,2006,2,10,48321
86,2006,2,15,44446
86,2006,2,20,36039
86,2006,2,25,33652
86,2006,2,30,32713
86,2006,2,35,27236
86,2006,2,40,22255
86,2006,2,45,20371
86,2006,2,50,19147
86,2006,2,55,17131
86,2006,2,60,14221
86,2006,2,65,11560
86,2006,2,70,9447
86,2006,2,75,7322
86,2006,2,80,9462
86,2007,1,0,8897
86,2007,1,1,82861
86,2007,1,10,50140
86,2007,1,15,45505
86,2007,1,20,35768
86,2007,1,25,32587
86,2007,1,30,31550
86,2007,1,35,26810
86,2007,1,40,22630
86,2007,1,45,20669
86,2007,1,50,19275
86,2007,1,55,17632
86,2007,1,60,14217
86,2007,1,65,10823
86,2007,1,70,8010
86,2007,1,75,5538
86,2007,1,80,5468
86,2007,2,0,8407
86,2007,2,1,79136
86,2007,2,10,48321
86,2007,2,15,44446
86,2007,2,20,36039
86,2007,2,25,33652
86,2007,2,30,32713
86,2007,2,35,27236
86,2007,2,40,22255
86,2007,2,45,20371
86,2007,2,50,19147
86,2007,2,55,17131
86,2007,2,60,14221
86,2007,2,65,11560
86,2007,2,70,9447
86,2007,2,75,7322
86,2007,2,80,9462
86,2008,1,0,8897
86,2008,1,1,82861
86,2008,1,10,50140
86,2008,1,15,45505
86,2008,1,20,35768
86,2008,1,25,32587
86,2008,1,30,31550
86,2008,1,35,26810
86,2008,1,40,22630
86,2008,1,45,20669
86,2008,1,50,19275
86,2008,1,55,17632
86,2008,1,60,14217
86,2008,1,65,10823
86,2008,1,70,8010
86,2008,1,75,5538
86,2008,1,80,5468
86,2008,2,0,8407
86,2008,2,1,79136
86,2008,2,10,48321
86,2008,2,15,44446
86,2008,2,20,36039
86,2008,2,25,33652
86,2008,2,30,32713
86,2008,2,35,27236
86,2008,2,40,22255
86,2008,2,45,20371
86,2008,2,50,19147
86,2008,2,55,17131
86,2008,2,60,14221
86,2008,2,65,11560
86,2008,2,70,9447
86,2008,2,75,7322
86,2008,2,80,9462
86,2009,1,0,8897
86,2009,1,1,82861
86,2009,1,10,50140
86,2009,1,15,45505
86,2009,1,20,35768
86,2009,1,25,32587
86,2009,1,30,31550
86,2009,1,35,26810
86,2009,1,40,22630
86,2009,1,45,20669
86,2009,1,50,19275
86,2009,1,55,17632
86,2009,1,60,14217
86,2009,1,65,10823
86,2009,1,70,8010
86,2009,1,75,5538
86,2009,1,80,5468
86,2009,2,0,8407
86,2009,2,1,79136
86,2009,2,10,48321
86,2009,2,15,44446
86,2009,2,20,36039
86,2009,2,25,33652
86,2009,2,30,32713
86,2009,2,35,27236
86,2009,2,40,22255
86,2009,2,45,20371
86,2009,2,50,19147
86,2009,2,55,17131
86,2009,2,60,14221
86,2009,2,65,11560
86,2009,2,70,9447
86,2009,2,75,7322
86,2009,2,80,9462
86,2010,1,0,8897
86,2010,1,1,82861
86,2010,1,10,50140
86,2010,1,15,45505
86,2010,1,20,35768
86,2010,1,25,32587
86,2010,1,30,31550
86,2010,1,35,26810
86,2010,1,40,22630
86,2010,1,45,20669
86,2010,1,50,19275
86,2010,1,55,17632
86,2010,1,60,14217
86,2010,1,65,10823
86,2010,1,70,8010
86,2010,1,75,5538
86,2010,1,80,5468
86,2010,2,0,8407
86,2010,2,1,79136
86,2010,2,10,48321
86,2010,2,15,44446
86,2010,2,20,36039
86,2010,2,25,33652
86,2010,2,30,32713
86,2010,2,35,27236
86,2010,2,40,22255
86,2010,2,45,20371
86,2010,2,50,19147
86,2010,2,55,17131
86,2010,2,60,14221
86,2010,2,65,11560
86,2010,2,70,9447
86,2010,2,75,7322
86,2010,2,80,9462
86,2011,1,0,8861
86,2011,1,1,81936
86,2011,1,10,49928
86,2011,1,15,46931
86,2011,1,20,36912
86,2011,1,25,32373
86,2011,1,30,31777
86,2011,1,35,27806
86,2011,1,40,23209
86,2011,1,45,20840
86,2011,1,50,19376
86,2011,1,55,17873
86,2011,1,60,14685
86,2011,1,65,11124
86,2011,1,70,8187
86,2011,1,75,5636
86,2011,1,80,5580
86,2011,2,0,8352
86,2011,2,1,78080
86,2011,2,10,48056
86,2011,2,15,45594
86,2011,2,20,36984
86,2011,2,25,33495
86,2011,2,30,33141
86,2011,2,35,28474
86,2011,2,40,22946
86,2011,2,45,20513
86,2011,2,50,19324
86,2011,2,55,17488
86,2011,2,60,14668
86,2011,2,65,11854
86,2011,2,70,9619
86,2011,2,75,7460
86,2011,2,80,9727
86,2012,1,0,8858
86,2012,1,1,81238
86,2012,1,10,49416
86,2012,1,15,48051
86,2012,1,20,38418
86,2012,1,25,32283
86,2012,1,30,31780
86,2012,1,35,28777
86,2012,1,40,23894
86,2012,1,45,21051
86,2012,1,50,19501
86,2012,1,55,18039
86,2012,1,60,15158
86,2012,1,65,11458
86,2012,1,70,8378
86,2012,1,75,5749
86,2012,1,80,5704
86,2012,2,0,8337
86,2012,2,1,77231
86,2012,2,10,47531
86,2012,2,15,46472
86,2012,2,20,38249
86,2012,2,25,33414
86,2012,2,30,33314
86,2012,2,35,29692
86,2012,2,40,23789
86,2012,2,45,20704
86,2012,2,50,19478
86,2012,2,55,17806
86,2012,2,60,15121
86,2012,2,65,12183
86,2012,2,70,9799
86,2012,2,75,7613
86,2012,2,80,9998
86,2013,1,0,8888
86,2013,1,1,80757
86,2013,1,10,48688
86,2013,1,15,48850
86,2013,1,20,40139
86,2013,1,25,32389
86,2013,1,30,31629
86,2013,1,35,29657
86,2013,1,40,24675
86,2013,1,45,21324
86,2013,1,50,19645
86,2013,1,55,18155
86,2013,1,60,15607
86,2013,1,65,11821
86,2013,1,70,8593
86,2013,1,75,5877
86,2013,1,80,5840
86,2013,2,0,8362
86,2013,2,1,76586
86,2013,2,10,46809
86,2013,2,15,47072
86,2013,2,20,39702
86,2013,2,25,33481
86,2013,2,30,33296
86,2013,2,35,30819
86,2013,2,40,24767
86,2013,2,45,20976
86,2013,2,50,19618
86,2013,2,55,18082
86,2013,2,60,15570
86,2013,2,65,12546
86,2013,2,70,9996
86,2013,2,75,7776
86,2013,2,80,10276
86,2014,1,0,8951
86,2014,1,1,80461
86,2014,1,10,47850
86,2014,1,15,49322
86,2014,1,20,41902
86,2014,1,25,32778
86,2014,1,30,31395
86,2014,1,35,30368
86,2014,1,40,25548
86,2014,1,45,21684
86,2014,1,50,19799
86,2014,1,55,18252
86,2014,1,60,16007
86,2014,1,65,12218
86,2014,1,70,8826
86,2014,1,75,6017
86,2014,1,80,5991
86,2014,2,0,8428
86,2014,2,1,76123
86,2014,2,10,45976
86,2014,2,15,47391
86,2014,2,20,41181
86,2014,2,25,33775
86,2014,2,30,33173
86,2014,2,35,31772
86,2014,2,40,25859
86,2014,2,45,21358
86,2014,2,50,19752
86,2014,2,55,18325
86,2014,2,60,15998
86,2014,2,65,12937
86,2014,2,70,10219
86,2014,2,75,7945
86,2014,2,80,10566
86,2015,1,0,9051
86,2015,1,1,80309
86,2015,1,10,47009
86,2015,1,15,49451
86,2015,1,20,43559
86,2015,1,25,33518
86,2015,1,30,31142
86,2015,1,35,30852
86,2015,1,40,26501
86,2015,1,45,22148
86,2015,1,50,19963
86,2015,1,55,18348
86,2015,1,60,16338
86,2015,1,65,12646
86,2015,1,70,9085
86,2015,1,75,6168
86,2015,1,80,6156
86,2015,2,0,8540
86,2015,2,1,75814
86,2015,2,10,45118
86,2015,2,15,47417
86,2015,2,20,42548
86,2015,2,25,34367
86,2015,2,30,33006
86,2015,2,35,32483
86,2015,2,40,27042
86,2015,2,45,21892
86,2015,2,50,19881
86,2015,2,55,18537
86,2015,2,60,16397
86,2015,2,65,13353
86,2015,2,70,10476
86,2015,2,75,8109
86,2015,2,80,10873
86,2016,1,0,9108
86,2016,1,1,80356
86,2016,1,10,46236
86,2016,1,15,49244
86,2016,1,20,44984
86,2016,1,25,34661
86,2016,1,30,30937
86,2016,1,35,31080
86,2016,1,40,27493
86,2016,1,45,22731
86,2016,1,50,20143
86,2016,1,55,18464
86,2016,1,60,16586
86,2016,1,65,13093
86,2016,1,70,9375
86,2016,1,75,6333
86,2016,1,80,6330
86,2016,2,0,8592
86,2016,2,1,75752
86,2016,2,10,44285
86,2016,2,15,47158
86,2016,2,20,43696
86,2016,2,25,35313
86,2016,2,30,32857
86,2016,2,35,32911
86,2016,2,40,28278
86,2016,2,45,22583
86,2016,2,50,20026
86,2016,2,55,18721
86,2016,2,60,16753
86,2016,2,65,13793
86,2016,2,70,10765
86,2016,2,75,8280
86,2016,2,80,11192
86,2017,1,0,9160
86,2017,1,1,80559
86,2017,1,10,45554
86,2017,1,15,48741
86,2017,1,20,46101
86,2017,1,25,36163
86,2017,1,30,30852
86,2017,1,35,31094
86,2017,1,40,28457
86,2017,1,45,23412
86,2017,1,50,20361
86,2017,1,55,18606
86,2017,1,60,16766
86,2017,1,65,13547
86,2017,1,70,9686
86,2017,1,75,6512
86,2017,1,80,6522
86,2017,2,0,8641
86,2017,2,1,75875
86,2017,2,10,43499
86,2017,2,15,46640
86,2017,2,20,44576
86,2017,2,25,36579
86,2017,2,30,32779
86,2017,2,35,33089
86,2017,2,40,29492
86,2017,2,45,23422
86,2017,2,50,20225
86,2017,2,55,18881
86,2017,2,60,17072
86,2017,2,65,14236
86,2017,2,70,11087
86,2017,2,75,8457
86,2017,2,80,11529
86,2018,1,0,9206
86,2018,1,1,80902
86,2018,1,10,44951
86,2018,1,15,48021
86,2018,1,20,46906
86,2018,1,25,37875
86,2018,1,30,30965
86,2018,1,35,30947
86,2018,1,40,29336
86,2018,1,45,24192
86,2018,1,50,20641
86,2018,1,55,18761
86,2018,1,60,16897
86,2018,1,65,13977
86,2018,1,70,10031
86,2018,1,75,6705
